content,sentiment
@asheriff712 @officialnairam1 @EndSars @Updateboyx Na man you bi.,neutral
"@jidesanwoolu 
@Endsars https://t.co/RNzePTrux4",neutral
@endsars @iam_youngizzy @inside_ikorodu @Yussuftosin1 @instablog9ja @UnclePamilerin @ObongRoviel @kienah_crown @_harrisonJNR @officialnairam1 @iRuntown @falzthebahdguy @Badboytimz @TiwaSavage https://t.co/55QWRDdgyf,neutral
@Endsars,neutral
"@endsars God bless all that participated in todays protest, Nigerian must be great again.",positive
"SARS and Nigeria police don't molest northern youths the way they molest us in the South, East, and West. In the north, police hold prays with criminal gangs like bandits and negotiate with them.

They have trampled on us for too long, they are not more than us.

@EndSars now",negative
"I want to use this opportunity to call on all well-meaning Nigerian youths not to give up, no going back, this is our future at stake. Let's unit &amp; ends the impunity of the wayward Leaders, Starting with @EndSARS. They are not more than us, they have trampled on us for too long. https://t.co/PZZZcISeIb",negative
@osayich @wizkidayo @SomtoSocial @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie On Monday,neutral
@davido #Bitsika @davido please boss please select me...more love for you...but we are not happy u have not done ya own protest @endsars,positive
Those who have fought for Nigerians before are smiling @runtown and @BopDaddy and others celebrities who took their time today to protest with the masses @endsars,neutral
"You are a great man.
@EndSars now https://t.co/0vZIaQqgM1",positive
"Na man you be.

@EndSARS 

I'm fully with you there tomorrow. https://t.co/sLqvMgirrn",neutral
I pray my first checkpoint will never be my last bus-stop #Amen- @EndSARS.,positive
Pls don't @endsars again pls... Just legalize gun💯💥🙏🙏. We promise you sars go end themselves @Federalsars3 @NAIJAILLITERATE @Naijapals @topnaijang @toniluv876,neutral
"You make sense, but all the nonsense is ending now with @EndSars https://t.co/WzcBIFtV0I",neutral
@SavvyRinu @endsars,neutral
"Special Anti-Robbery Squad was set up to address cultism,  kidnapping, touting, burglary and robbery was very effectibe in this function until 2008 when they be came so lawless. So therefore I called for the Reform of SARS not @EndSARS. they csj be reformed for better. Thank you!",positive
"This Call for @EndSars and @EradicateSars should address ASAP 
#EndSARSProtest 
#EndSARSBrutality 
#EndSarsNow https://t.co/On2qW78Z05",neutral
@officialnairam1 You that chickened out of @EndSARS protest?,neutral
"Nigeria government find it suitable to allow @Endsars protest but can’t tolerate protest of improve governance, it’s comic.",positive
Enough is Enough @EndSARS@ https://t.co/ad5HYOLmmK,neutral
"@Retrogodammed 
@NGRPresident 
@MBuhari 
@EndSARS https://t.co/qQpaIZenOC",neutral
"@EndSARs @iRuntown @falzthebahdguy @TiwaSavage @PeterPsquare. This is the start of something new, youths unite.",positive
"Shout out to the African Giants who came out today, We are the real African Giants.
We are the resistance!
@ENDSARS",neutral
"Runtown really run the town @Endsars
@iRuntown @falzthebahdguy",positive
"Why Shouldn't FSARS be banned? 
It was Created bcoz of the police force can't do their work as Expected, FSARS hasn't failed Totally but has being Corrupted, The best thing for her is to be reformed and Not Scrapped
""EFCC should be Decentralized"" While @FSARS be Reformed
@EndSars",positive
@davido Baba dem dey protest @endsars where you dey,neutral
"@Coal_City why are we going through this.. 
this is pathetic..  the world is watching..  @NGPoliceForce  @PoliceNG  @segalink @ProfOsinbajo @PoliceNG_CRU @SaharaReporters @YeleSowore @hrw @FMHDSD @vanguardngrnews @MobilePunch @thecableng @GuardianNigeria @endsars this is inhumane.......",negative
Ilorin right now @endsars @davido @officialnairam1 @wizkidayo https://t.co/Yr7U9ZYEm4,positive
@Solutio34055971 @wizkidayo @SomtoSocial @rudeboypsquare @davido @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie Where did this happen pls,neutral
@Ebuka Oga come out and join d @endsars protest,neutral
@ckay_yo @BlaqBonez @Ckay much love bro tell dem @EndSARS #FreedomOfMovement @Mp3cabalNg,positive
"Shey this werey go sabi cook ewedu and Amala ??
Everytime cupcake !!!
Cupcake kee you there 
            @room306 @Endsars https://t.co/cpGuYtw3f2",neutral
"@IFM923 @lindaikeji @adekunleGOLD @BBCYourMoney @SFBART @endsars on the mainland and you are ready for a protest pls reach me.....
let's put an end to this nonsense 
#SAY NO TO SARS 
The choice is ours if we want the killing of the  innocent ones to continue",positive
@Symply_Tacha We're here the queen herself @Symply_Tacha @SavvyRinu @endsars,neutral
@channelstv Why not focus on the current situation @endsars,neutral
@MBuhari @RotimiAkeredolu Leave Ondo to decide by themselves and focus on issue at hand @endsars,neutral
"@channelstv So we are talking about @endsars you are here talking about next year budget, that means you don't care about your country,what a shameless leaders we have in this country 😡😡😡😡😡😡😡😡",negative
@Lawal55001142 @officialnairam1 @EndSars Ur senior broda na imbe? Why u no tell am to lead?,neutral
"@officialnairam1 Bros why you dey cap like this na 
Na fuck up ooo 
You should be the one leading this protest boss @endsars",negative
Let join dis protest and let say it louder @endsars @falz @rundown @davido https://t.co/8513NWVpt0,neutral
Great work and great youth of Nigeria may Almighty God in heaven bless you all. Amen and Amen @EndSarS https://t.co/kMNTFPsIvA,positive
@GhenhisKhan How are we sure is not @EndSARS has turn to other operations...just saying though,positive
"@olaorefemisenu @channelstv @RotimiAkeredolu Is like all does korope SARS never hold you before dis one no be say you be Yahoo Boy ooo, dem be thief on dere own....@olaorefemisenu @davido @endsars",neutral
"@ishola_one 
@RevolutionNowNg 
@ENDSARs
@PoliceNG 
@ProfOsinbajo 
@UN 
@AmnestyNigeria https://t.co/CDs3nDotLb",neutral
@MBuhari @RotimiAkeredolu @MBuhari A ghost president that can't address a pressing issue. Here he campaigning for a failed governer. @EndSars,negative
"Men make men to be wicked 
Still on @endSARS https://t.co/WFKPSxXKZt",neutral
@endsars great Nigeria youths I want is to know we are the one having this country call Nigeria not those motherfucker that call themselves leaders is time to fight for our right. Is time for the real change @winchyman,positive
"It is time to take action against SARS brutality, Inhumanity, 
@ENDSARS with @iRuntown @falzthebahdguy  and others.
Although Am not a Yahoo boy but almost 5 of my Innocent Friends has Suffered from this Inhuman deeds.
Pls Repost, Retweet and Follow the account.
#EndSARSbrutality https://t.co/dwNRtI5RRN",positive
That's when your blessings finally turn to lesson😹😂 @instablog9ja @EndSars @Zlatan_Ibile https://t.co/akUj3TcBTc,neutral
@kobsol @shattawalegh Talk abt the wrong doings in Nigeria. We have supported u a lot. Inform ur people @endsars disintegrate Nigeria,negative
"@followlasg @rrslagos767 Audio!!
Sometimes ago...this happened 4 times in 3 years. Nigeria is missing it. @endsars",negative
Who is a man like my king @starboy how sacrifice his new album to the world and turn it to @Endsars I really love @wizkidstarboy how doubt @wizkidstarboy will go on 6thft https://t.co/pDUY23RRgd,positive
They are not obeying such orders @Endsars ... https://t.co/WxJOjUK9VY,neutral
Will you stop making excuses for yahoo boys? Will you in your own little ways make changes for the good of our economy. We need to stand together as a single unit if we want to achieve this CHANGE that we seek.@endsars,positive
@Echidiime101 @cuppymusic @TemiOtedola @Amor__temi @mreazi @patorankingfire @wizkidayo @GovWike @davido @iam_victorobot @hajrah_bah @DONJAZZY @iamdbanj @IgboHistoFacts @igboweddingng @IamMayorKun @realFFK @EndSars @dino_melaye ✊🏾,neutral
Only thing we can see in zoo Republic @NigeriaGov @endsars #youths not this https://t.co/zT1U87vbHX,neutral
@vanguardngrnews @Endsars https://t.co/UclVXs5CX3,neutral
@wizkidayo @Endsars https://t.co/NcGm7MbE16,neutral
@EndSARS👌🏿,neutral
@KissaBacino @falzthebahdguy @EndSars We even get fatherland like this? 🤔,neutral
@wizkidayo Stop da violence @endSars,neutral
"@YeleSowore Yes, I am ready, @Endsars now.",positive
Does   criminals. Ex prisoner's   brought out that become  Sarz.  Please  let  continue  too  speak out to our  @Mr. president  our old presido  ....    @EndSars @endpolicebrutality,negative
@Postsubman @mm_sulexky @Endsars,neutral
Much  love  and  Respect  for  you  guys  @wizkidayo @rudeboypsquare e.t.c@ Nigeria celebrity..  speaking  not  for  yourself  but  for  the  voiceless &amp; speechless people.. God  has already  bless  you  Guys  may  God  guard &amp; protect you  bro.. pls let's  keep  going @EndSars,positive
@MBuhari I know BABA hand writing @ENDSARS https://t.co/jtrCmGERAq,neutral
@falzthebahdguy @iRuntown Benin @EndSars protest https://t.co/YvE4UPj0je,neutral
"@falzthebahdguy This nonsense has to stop in this country,how can somebody be living in fear in his fatherland  
@ENDSARS",neutral
@officialnairam1 @iam_YCee @endsars those people still harras one guy for my area today 😢president dem no go hear,neutral
"@sars are for high profile cases such as kidnapping, Armed Robbery,and other related matters. Therefore @sars will continue to tackle such matters. How can they now @Endsars. https://t.co/O1Lg3CR11O",positive
@Naija_PR This is getting out of hands @endsars,neutral
"This is not right at all ,what nonsense is this @segalink @AkinCyrus @EndSars @PoliceNG @KemiOlunloyo @humanrights1st   😞😞 I swear to God who made me ,if I had a Gun ,I still swear To God who made me ,I will shoot the 3 of those SARS , this is not right at all , https://t.co/oAARniMruz",positive
"@TheVyralTrendz @sars_watch @BenedictDayas This is not right at all ,what nonsense is this @segalink @AkinCyrus @EndSars @PoliceNG @KemiOlunloyo @humanrights1st   😞😞 I swear to God who made me ,if I had a Gun ,I still swear To God who made me ,I will shoot the 3 of those SARS , this is not right at all ,",positive
@officialnairam1 @Endsars,neutral
"@davido @davido   @endsars
You are right in your own prospective. What about we the low and poor masses. The govt. Will only kill us like chickens leaving u guys the wealthy masses or celebrities. 

Pls leave us alone to continue managing our lives.",negative
@PoliceNG_CRU @Endsars,neutral
I swear You are a fool by canceling the protest  @endsars useless celebrity @youths be careful of some camenone @davido @iRuntown https://t.co/xKcAe1Wz5m,negative
"I won't say anything about @Nigeria or @Endsars a country that is not giving its citizen free will to speak is worst than Hell, and a country whom its law makers don't sponsor bills to benefit the poor masses is worst than a zoo",negative
"@General_Ibbro, who created #SARS, how did Benjamin Adekunle managed to enter inside your toilet? U set up #SARS as a #killer_squad. U MUST go prison in #Hague, #ICC. @ENDSARS, ur product is doing pretty well on their jobs, Killing and selling parts of #IPOB",positive
"@Anambravirgin Why not ? He stood for the youth at a time they needed him
@endsars 
@onecy11",neutral
"The killing is getting much every day, in our own land we are no longer safe,  even the law enforcement agencies have joined in the killings of it innocent citizens, our government and leaders are blind and deaf towards the situations. Nigeria is a death trap. @ENDSARS.",positive
@LeadershipNGA Is the English too big to understand @Endsars not @Bansars. Abi,neutral
"@officialnairam1 RAIN if you like pour or fall fire. I go buy umbrella..
Today na today oooo. 
Movement
We move @officialnairam1 @endsars  @Updateboyx #temionibajé #i_am_4real.",neutral
@davvydmoore @endsars,neutral
@MutualsFc @ENDSARS @LouisKhalifa,neutral
@lj0lj @ENDSARS @LouisKhalifa,neutral
"If eno b Yoruba guys way don forget culture, Wu b SARS way Dey beat 
But i no say one day una go jam guy way tie malu, na person way rugged pass among ona go last 3hrs @endsars https://t.co/TPx7JNIm5r",neutral
@cr7_mutuals @ENDSARS,neutral
"@NigerianPolice  @PoliceNG 
@AlJazeera_World  @France24_en 
@EndSars #EndSarsParmanentlyNow  #EndSARSNotBanSARS #EndSarsNow https://t.co/a0wdxWl0Ln",neutral
"@MobilePunch How can we be patient when ur people Sars is killing 😭😭our people
@Endsars 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",neutral
@hamzofficiall @Srazlovely1 @YourExGfElla @louis @ENDSARS,neutral
@ShabirUg @ENDSARS,neutral
#BuhariEndSars #EndSarsBrutality @EndSars https://t.co/hoEKWB8lCj,neutral
"Even my profile picture indicate that the should #endsars, because the #Lord's picture there is shading tears and blood for of the innocent citizenses whose #Life was wasted @ENDSARS @Wizkidayo @Runtown and the rest of those who joined in this #race of betterment",positive
"@endsars Nigeria needs intelligent personal not madness personal 
@PoliceNG 
@checkUSFBI",positive
"@officialnairam1 We rock, We move, We conquer the Evil People @Endsars",negative
Thieves in uniform @ENDSARS,neutral
"@sars_watchs Please repost SARS presently at fagba iju road, along railway going to abule egba lagos# @Endsars harassing and exhorting passenger #Comfirmed @PoliceNG",neutral
"@sars_watchs SARS presently at fagba iju road, along railway going to abule egba lagos# @Endsars harassing and exhorting passenger #Comfirmed @PoliceNG",neutral
I was out intentionally today and with my phone no SARS on sight but don’t rejoice it’s only temporary. It’s always a police catch thief situation it’s Sars vs anyone dressed nice. @Endsars,positive
"@officialnairam1 Abeg make una @EndSARS🙏🙏
😭😭😭 https://t.co/utrho7hKE9",neutral
"@officialnairam1 I swear.. Truth.
@Endsars doesn't mean no more sars but @Endsars killing....",negative
@PoliceNG Please for how long before they resurface again. All what you guys are doing a reshuffling the bad eggs. The same people will still be assign to other dpt and still carry on there devilish act. WE NEED REAL CHANGE.  @endsars @endsars @endsar @sultanofAba @instablog9ja @DeleMomodu,negative
😭😭😭 Pleade @EndSARS https://t.co/ps0addlkDT,neutral
@mbahdey4u @DonBallsss @endsars,neutral
So you guy's are telling me @EndSars campaign is over??  People are being abuse by them like right now but you chose to be talking about Lil frosh beating his girlfriend which they will be back together in the next 48hrs.,positive
@EndSARS now https://t.co/0Pzs11sjJk,neutral
@EndSARS now in Biafra land https://t.co/IzzISgs1Ll,neutral
"Talk is cheap , act now !! @endsars https://t.co/OTUuILKMti",positive
Ughelli @EndSars https://t.co/vBypMOKzQE,neutral
@endsars permanently!! https://t.co/pioRhNkvab,neutral
We don’t want numbers just @endsars https://t.co/my4EJcB77T,neutral
When will this unlawful embarrassment end @Endsars https://t.co/voEADdKqrJ,neutral
@YulEdochie Thank you sir for the voice @Endsars,neutral
"We want this SARS to end finally not this ban ban, una boys @PoliceNG go resume very soon @EndSars @instablog9ja All this people don suffer youth a lot . https://t.co/ppzWVS53gu",neutral
@MobilePunch @EndSARS not about stopping their routine jargons,neutral
@segalink  @YeleSowore  after this @endsars movement let @Endassustrike trend pls,neutral
@ENDSARS🔥🔥,neutral
@Endsars https://t.co/P7IKnxE2v1,neutral
@Endsars https://t.co/JQ2KmleYcc,neutral
"@NigeriaPolice 
@ENDSARS https://t.co/WVsIghvbIS",neutral
@falzthebahdguy @falzthebahdguy Seriously things are getting out of hand in this country and we the youth need to rise up to protest and protect our future @endsars,negative
@MFaarees_ @zara_gambo So this fools have succeeded in diverting the pressure on govt to @endsars to @MBuhari was insulted.,neutral
@MFaarees_ @zara_gambo So calling an old man old man is now more important than the killings the old man has refused to end. Pls @endsars is rubbish @endnigeria is better. This northern Muslims see us like morons. Placing a normal truth above people that are murderer on a daily.,positive
Calling for @EndSARS does mean we are on the sides of internet fraudsters. Total reforms should be done asap.,negative
Youths are not goats ✊@endsars,neutral
@Endsars https://t.co/KzMAzwDqID,neutral
@endsars,neutral
Good morning from this angle @endsars,positive
"@MBuhari I wish I had a super power to teach all this leaders a lessons of there life,,I will first make @Mbuhari my first  scape goat,,may the almighty God not let you die well,as police are killing Nigerians and you never did anything about it,@endsars and @endpolicebrutality",positive
@Postsubman What a wicked world 😢 @endsars,neutral
"@OgbagoGabriel @EndSars Lol!
Not looking forward to encountering them o it's just that I'm so surprised about myself thinking about what I have done differently to not have had an encounter with them.
The whole situation is so saddening.",positive
"@adatang_edet @chimezieatasie @jidesanwoolu @wizkidayo @davido @burnaboy @MBuhari @ProfOsinbajo @EndSars North no dey allow shit threats like dis. Stupid SARS Sef no fit catch any thief other than kill young boys accuse dem of Yahoo, extort money and even end there lives",negative
We are looking for another Jesus Christ and this time he has to die in Nigeria n Nigerians.  @Endsars,neutral
"@gtonyanifowose @EndSars Lol.....the way you say ""yet to have an encounter with them"" sounds like you are actually looking forward to meeting them. God no go let you see them o",positive
"God will punish any politician that has being controlling by godfather in this https://t.co/oWOmMUOjYS have been voted by the people and for the people, not to be controlled by some useless old fucked godfathers 😠😠@endsars",negative
"@DrJoeAbah @PoliceNG We're not accepting anything other than @endsars if they wish to become criminals, that's not a problem. There's never a country to exist without criminals. We've been intimidated enough",negative
Captions this @NigeriaGov relating to @EndSars https://t.co/MaPGAKFn7z,neutral
"@JohnTheFinest Good morning

@Endsars",positive
@EndSARS https://t.co/Jsf1pIf1qY,neutral
@wizkidayo Tell them oo but aboki no go hear you no say no be cow sars dey kill @endsars,negative
"@zara_gambo Weed dey worry diz wan @MBuhari  never disrespect nigeria youth reach
@wizkidayo  fuck ppl wey dey hide from the truth @endsars",negative
@MrSomtoOkonkwo Am calling on the @EU to witness what the Nigeria @SARS is doing to it citizens with no reason killing innocent youth we are alerting the #WhiteHouse to be  aware of things happening in Nigeria. End @EndSARS now. @MaziNnamdiKanu God bless MNK @IPOB #BiafraExit #OduduwaExit .,positive
@Ajay_Pee @EndSars Aaaaaaamen!,neutral
@gtonyanifowose @EndSars Better o. We won't be unfortunate in this life🙄,neutral
"@Ajay_Pee @EndSars Lol!
Narrow escape for you.
But as for me, yet to have an encounter with them and wouldn't want to at all.",positive
@gtonyanifowose @EndSars Ehh... First time I had contact with them was in 2014. They collected my phones and laptop. Asked me to unlock it and they started going through it. Two guys were already in handcuffs inside their van.,positive
@Ajay_Pee @EndSars You mean you are not aware of their brutality?,negative
@gtonyanifowose @EndSars Seriously?,negative
"@segalink Talking, talking, talking x3456 
Give your solution lets see @endsars, @segalink",neutral
"With this trending @Endsars , I'm yet to have an experience with them and doesn't pray to have any.
It's just saddening that we found ourselves in this terrible situation.",negative
@endsars #fuelhilke #badroads #strikes #killing #nolight. Watin we do😞,neutral
"@jidesanwoolu Sir, let your actions Speak louder than this tweet or newspaper PUBLISHING ENDSARS THEY BUNCH OF CUTIST AND HOODLUMS 

@ENDSARS😡",positive
@ItzPheeshadow @EndSars Ahhhhh https://t.co/7tun1ueyKn,neutral
"@AdamuAtikuA I stand with you boss.
@Endsars",neutral
@grumpy_bruh Buy me #200 airtime I want to use it call bubu to @EndSARS.😉,neutral
"🤦
So they really think we that dumb, they came out with an open statement just like they did years back to reduces our actions. We need to let them know we used to they fake Tweet @PoliceNG @MBuhari @Femiakuti @EndSARS",negative
@wizkidayo @EndSARS,neutral
"@SonofMuchacha @taiwotemitope02 @officialnairam1 @EndSars Let's see how it goes brother,I dey with you anyways 🖤We just want this to END!!!",neutral
"@JustFIYINFOLUWA @taiwotemitope02 @officialnairam1 @EndSars You don't need them. Man said there are some who wants to join. Like I said before, SARS is not the issue here. The issue here is the Nigerian government and the Nigerian Police in entirety. Not SARS. They can change unit or watgives and still harass people tomao.",neutral
Should Nigerian youth use evil to pay evil @endsars,negative
"@SonofMuchacha @taiwotemitope02 @officialnairam1 @EndSars Lol,you should try to understand my point brrr,I mean why do we need em for the movement when the movement is to end em?",negative
"@JustFIYINFOLUWA @taiwotemitope02 @officialnairam1 @EndSars Soldiers are okay? Lol because them never start? Na Nigerians problem be that. U think SARS is the problem and they need to be ended, forgetting say na just a division for police be that. The same officers go change division and uniform continue their harassment for another area.",positive
@ayemojubar @EndSars @Stlacon 🤣,neutral
@BankoleMr @wizkidayo Bro forget what you're saying they're all working together which law told the mopol he can shoot without being asked to this is 9ja💔 laws doesn't count and we take it to our hands this country is hell life of animals matters most to that of humans FG we need justice @endsars ❌,neutral
"@officialnairam1 We don't need no SARS to join us boss,the soldiers are still okay,but no SARS
It's @ENDSARS boss,they don't have to be among,forget say anybody good",positive
"@SonofMuchacha @taiwotemitope02 @officialnairam1 Lol bro,we don't need no SARS to join us,all of em gats stop work ni,forget say anybody good
The soldiers are still okay
It's @EndSARS bro,don't forget",positive
#EndSARSBrutality #EndSarsNow @endsars https://t.co/0h7i8TEITK,neutral
@policeNG Stop the killing else we go wild @NGRPresident   from @EndSARS 9JA we won't stop talking and protesting https://t.co/2vOsjRKFC4,positive
@AnisonTemitope @EndSars Big bruh😍,neutral
"@pappyshizzy In addy my Dawg .. 😍
@EndSars",neutral
"@MBuhari @ProfOsinbajo @DrAhmadLawan @femigbaja
If you people don't end this menace call SARS @EndSARS your own children go begin to die one after the other before this year runs out ,AYELALA and OGUN is real sha...Useless leaders",positive
@EndSars https://t.co/1CsuBUaPfM,neutral
"@eazi_mighty @Matata44369912 @erigganewmoney @EndSars No be lie baba, we Nigerians no even know what's right and wrong.. imagine Sars taking law in their hands",negative
@PoliceNG I know deep down your heart even the president doesn't care but oga olokpa please tell your boys to stop killing the youth of Nigeria .... let cut the chase forget all the fake promises just allow us to suffer in peace not killing us @endsars,negative
@Matata44369912 @erigganewmoney So is that why they should  kill young boys like animals if someone is caught as a fraud they shouldn't take the law into there hand please let's start doing things the right way please the Fgovt need to do something about this @endsars ❌❌,positive
@JajaPhD @endsars,neutral
@endsars https://t.co/d4POvAvgCj,neutral
@DailyPostNGR @endsars,neutral
@PoliceNG All what we are saying is @endsars,neutral
Five years in University no job nothing nothing we keep quiet ... but we can't keep quiet for this killing of the innocent ones . @endsars,positive
@MBuhari @PoliceNG @endsars just have a question. When did we abandoned the law in this country that a police can come into your home without a search warrant or any probable cause other than they can.,neutral
@MobilePunch @EndSARS not about stopping their routine jargons,neutral
@whitenigerian @endsars,neutral
"@MBuhari There is no security when the people you ask to protect the civilian are the one killing them,@endsars",neutral
Mehnn this is crazy in our own country @EndSARS... https://t.co/wStDJtbjkZ,negative
@Solutio34055971 @davido @rudeboypsquare @EndSars @DeleMomodu @MBuhari @realDonaldTrump @BBCWorld @WHO @DONJAZZY @YulEdochie Gbam!,neutral
"@MBuhari May God punish you and your whole generation Mr buhari or what did they call you,,don't you have heart ni,,@endsars",positive
@adekunleGOLD @adekunlegold shook mouth for the @Endsars matter joor,neutral
@JDaIey @JDaIey Police Brutality @EndSars,neutral
@ENDSARS in Ughelli contd. https://t.co/HCF8lOF67R,neutral
@ENDSARS NOW live in Ughelli https://t.co/yKDI2DkUQE,positive
"@renoomokri @PoliceNG The new armed robbers in town are these so called @sars. 
@EndSars and stop this rascality.",positive
@endsars these officers will go about causing havoc in the community... in an attempt to bring them selves back... @PoliceNG please watch out,neutral
"To wear good cloth na wahala
U wear gold= trouble
U get iPhone haaaa double trouble be that these people need to be banned forever @endsars https://t.co/TrrnLdwoG4",positive
"@wizkidayo You are the only celebrity I respect in Nigeria, the rest will not talk because they are eating government money, you are strong and fearless, some are acting like fela but they can't even post @endsars, star boy for life. Real men don't shout.",positive
"The banning or @ENDSARS from our road will make both the criminal and innocent to move freely, but those SARS will they comply because they are really making money from guys seriously?",positive
"@SaharaReporters @YeleSowore @falzthebahdguy @iRuntown If the President and IGP do not appear on a live TV broadcast and say all the have to say on this ,  it will be operation big revolution on SARS operatives 
@endsars",positive
"Nigerians are busy twitting government to @ENDSARS, while Tottenham are busy scoring goals against Man Utd. This life no balance",positive
@endsars,neutral
@ebryhheem2nde @segalink @lollylarry1 @RuggedyBaba @EndSars https://t.co/Xie0Zy434q,neutral
@Alex_Houseof308 Nah Ogun go kill dem all @ENDSARS 👽👽,neutral
"@moakabash How many time have they been banning SARS when a footballer was killed last year by same SARS in OGUN state they were banned by same IGP after few months they start operation again killing they youths till now 
@EndSARS.NG",positive
"Dear Dad Mr #Buhari @MBuhari plzzz @Endsars #EndSARS your children are dying, the #leaders of tomorrow are dying Dear Dad @MBuhari @aishambuhari @Endsars now #endsars",neutral
"@MBuhari These is just to make you know that nothing you say that is been taken serious many issues are to be settled in the country 
Is not wrong wishing your fellow president well. But what of your country is it well 
@EndSars 
You haven't spoken on this and is bad",negative
"@davido @stonebwoyb Yes you don't care we know, for once be that idiot we praise always, do something we sha need you on @endsars #EndSARS",negative
@erigganewmoney Wetin happen again na delta state Don turn war zone ooo.. @Endsars matter ooo..,neutral
Please you people should @endsars here they're killing our people.. Useless country 🤔🤔🤔🤔🤔 https://t.co/5gE7twI0Ls,negative
@MobilePunch Please you people should @endsars here.. They're killing our people.. Useless country.. 😭😭😭,negative
"As you kill us we keep stronger one down, another one rise. @ENdSARS https://t.co/KsEXhvqodq",negative
"The time is now
Blood For Blood
Let fight for the future of the youth 
Youth life matters
Enough Is Enough @EndSARS https://t.co/IA6A9xMPFH",neutral
"@falzthebahdguy Location we are ready my 24 is already oiled and ready for action 
The time is now
@EndSars",positive
@Raymond_Efe @sars_watch @endsars in @benin. We should have a protest here in Benin too,neutral
"@lollypeezle @davido All these people won't stop not until they call upon the help of our militants to hunt #USELESSSARZZ Please they will not stop. They are already blocking roads in  Lagos,ketu  killing people just because of the protest @EndSARS @lollypeezle @wizkidayo @davido @falzthebahdguy abeg",neutral
"S - STOP 
A - ALL 
R - RECKLESS 
S - SQAUD 

I WILL USE MY MUSIC RIGHT TO SPEAK FOR MY PEOPLE THE FAMILY OF THE VICTIMS OF THIS KILLERS AND I'M SOMEWHERE IN  OWERRI GIMME TIME AND LOCATION LET PROTEST @endsars @end9jasars1 #EndSARSBrutality",positive
"All those saying it's a co-ordinated attack on this govt, no worry, just calm down, history will judge you all &amp; remember, internet never forgets. #967days left.
We shall see when the table turns around. Ask Uncle Abati, he said more than this, now, he knows better. @ENDSARS",positive
@skyblinks360 @SaharaReporters @PoliceNG @EndSars You are right bro 👊🏽,positive
@endsars https://t.co/toX09w6KKo,neutral
@yawazobiafm @endsars https://t.co/KzPuj93avo,neutral
Love the energy @endsars @Symply_Tacha well spoken https://t.co/yIsudSn3Lu,positive
"@HEDankwambo We don't need reform ,  we need IG of police to end sars the killing is much 
Nigerian get afraid of  SARS and no more Criminals 
@endsars",negative
"We are not saying the Federal Government under @M_Buharri  should Reform SARS or ban them from operating from the roads, we are calling for total Scraping and deformation of the system @ENDSARS NOW https://t.co/dGSiKFR5vh",neutral
@endsars https://t.co/mWXJw3QI1J,neutral
@BrymOlawale @EndSars campaign. Na the koko,neutral
"@AhmedLawan_019 Mr president we want the end of Sars ,  the are not doing there job ,  the kill innocent Nigerian , and free the people that commit crime 
@Endsars",positive
@EndSARS https://t.co/SVJazLdA1a,neutral
"What did we do wrong to deserve this, is it a crime to have a good government?? 😭😭@EndSARS they have done more bad than good",positive
"@SaharaReporters @PoliceNG The police IG should come out in the public TV and radio and make a public speech on that send a mail to all police command , 
This is getting much ,  people die everyday in the hands of this called sars .
@endsars",neutral
"@IamReminisce @PoliceNG @MBuhari @NGRSenate @femigbaja Drop a song for the protest 🤒 @IamReminisce 
@endsars",neutral
You Are Just A Noise Maker Oga @endsars thats all https://t.co/eiGgGTwfgJ,neutral
"@OvieOmoAgege the way SARS operatives are killing innocent  souls without the other of the law court is getting much 
@endsars",positive
@channelstv This decision is for the main time....they will release them very soon @endsars,positive
"@atiku @PoliceNG My IG is this the reason why you created this body in police ,  the people the are killing is innocent souls ,  this people never blocked the sars operatives not to get there own money oooo 
@Endsars#",positive
@BashirAhmaad @Oghosa_Gloria @endsars,neutral
@endsars https://t.co/ttvb4AAC2a,neutral
@GazetteNGR @endsars,neutral
"@adeyanjudeji @MBuhari How can a leader of terrorist shock of killing. So sad some people still blind 
@Endbokoharam @EndSARS @BrakeupNig",negative
@SympLySimi You right but the protest has to be Schedule and let see if people will fight or not don’t have to say things like this time madam...why re we skeptical they killing youth and everyone’s tired of the shit ...@ENDsars,negative
@Dremodrizzy @Endsars,neutral
"So what happens after the pronouncement 
Zero enforcement. @endsars the IGP has yet again given directive on the operations of the relevant force unit, the umpteenth time.",positive
@AYCOMEDIAN @iamanonymous9ja Look we are not in the mood for these jokes 😠😠😠please if you can't tweet about @Endsars now u just fucking 🤫🤫🤫🤫🤭🤭🤭,negative
"As early as 6am this set of soul mongers @endSars came to our apartment with 2 van full of officers armed with gun and cutlass, am already peeing on my body seeing them, not bcos I had something on me or anybody in our compound as far that I knw but am scared literally.@segalink",positive
@officialnairam1 Please I want us to fight this for real it been long we’re shouting end sars but it only on social media let fight this for real and I believe things will change fucksars @RevolutionNowNg @JustKelechi @endsars😡😡😡😡,positive
@NGRPresident @PoliceNG Audio ban @EndSars,neutral
"God bless you Dremodrizzy,😭 as the best rapper, you said it all..

@EndSars https://t.co/QzGy8rUmkE",positive
@TemiOtedola Koshi danu @EndSarS,neutral
